concessionaria;ano_do_pnv_snv;rodovia_uf;municipio;sentido;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
EPR IGUAÇU;2019;BR-277/PR;Prudentópolis;Crescente/Decrescente;303,801;-25,292069;-51,128675;313,255;-25,31537;-51,198341
EPR IGUAÇU;2019;BR-277/PR;Virmond;Crescente/Decrescente;430,946;-25,386114;-52,169426;444,37;-25,371853;-52,288789
EPR IGUAÇU;2019;158/PR;Vitorino;Crescente/Decrescente;539,311;-26,259648;-52,750959;543,134;-26,258255;-52,787735
EPR IGUAÇU;2019;280/PR;Vitorino;Decrescente;213,806;-26,268114;-52,690561;214,395;-26,267545;-52,69594
EPR IGUAÇU;2019;280/PR;Vitorino;Crescente/Decrescente;213,351;-26,269057;-52,687351;213,805;-26,268114;-52,690561
EPR IGUAÇU;2019;280/PR;Vitorino;Decrescente;214,636;-26,267426;-52,698322;215,905;-26,270429;-52,710313
EPR IGUAÇU;2019;280/PR;Vitorino;Crescente/Decrescente;215,906;-26,270429;-52,710313;216,076;-26,270741;-52,711769
EPR IGUAÇU;2019;280/PR;Vitorino;Crescente/Decrescente;224,45;-26,258255;-52,787735;234,595;-26,203393;-52,849508
EPR IGUAÇU;2019;BR-163/PR;Santa Lúcia;Crescente/Decrescente;145,771;-25,429761;-53,577665;156,685;-25,340099;-53,586536
EPR IGUAÇU;2019;BR-163/PR;Santa Lúcia;Crescente;145,286;-25,433993;-53,576735;145,77;-25,429761;-53,577665
EPR IGUAÇU;2019;BR-277/PR;São Miguel do Iguaçu;Crescente/Decrescente;682,546;-25,327025;-54,173293;682,789;-25,327117;-54,173253
EPR IGUAÇU;2019;BR-277/PR;São Miguel do Iguaçu;Crescente/Decrescente;682,79;-25,327117;-54,173253;706,9;-25,433037;-54,374579
EPR IGUAÇU;2019;182/PR;Manfrinópolis;Crescente/Decrescente;531,031;-26,062464;-53,294388;531,55;-26,065101;-53,290279
EPR IGUAÇU;2019;182/PR;Manfrinópolis;Crescente/Decrescente;530,151;-26,058465;-53,301671;530,335;-26,059807;-53,300487
EPR IGUAÇU;2019;182/PR;Manfrinópolis;Crescente/Decrescente;527,296;-26,040371;-53,312448;527,535;-26,042356;-53,312013
EPR IGUAÇU;2019;182/PR;Manfrinópolis;Crescente/Decrescente;524,756;-26,023571;-53,32911;525,54;-26,029282;-53,324475
EPR IGUAÇU;2019;BR-277/PR;Laranjeiras do Sul;Crescente/Decrescente;444,53;-25,371732;-52,288944;471,045;-25,328779;-52,509309
EPR IGUAÇU;2019;BR-277/PR;Laranjeiras do Sul;Crescente/Decrescente;444,371;-25,371853;-52,288789;444,529;-25,371732;-52,288944
EPR IGUAÇU;2019;BR-163/PR;Lindoeste;Crescente/Decrescente;156,686;-25,340099;-53,586536;179,375;-25,160813;-53,597607
EPR IGUAÇU;2019;180/PR;Marmeleiro;Crescente/Decrescente;500,271;-26,117374;-53,039288;505,257;-26,152789;-53,022528
EPR IGUAÇU;2019;280/PR;Marmeleiro;Crescente/Decrescente;251,096;-26,147944;-52,98648;254,85;-26,152789;-53,022528
EPR IGUAÇU;2019;BR-277/PR;Matelândia;Crescente/Decrescente;649,876;-25,180438;-53,922018;663,79;-25,251205;-54,009719
EPR IGUAÇU;2019;BR-277/PR;Medianeira;Crescente/Decrescente;663,791;-25,251205;-54,009719;682,545;-25,327025;-54,173293
EPR IGUAÇU;2019;BR-277/PR;Nova Laranjeiras;Crescente/Decrescente;471,046;-25,328779;-52,509309;495,82;-25,200657;-52,654523
EPR IGUAÇU;2019;BR-277/PR;Nova Laranjeiras;Crescente;495,821;-25,200657;-52,654523;501,73;-25,164275;-52,69118
EPR IGUAÇU;2019;280/PR;Pato Branco;Crescente/Decrescente;213,25;-26,27064;-52,68527;213,35;-26,269057;-52,687351
EPR IGUAÇU;2019;280/PR;Pato Branco;Crescente;213,806;-26,268114;-52,690561;214,395;-26,267545;-52,69594
EPR IGUAÇU;2019;158/PR;Pato Branco;Crescente/Decrescente;534,8;-26,270741;-52,711769;539,31;-26,259648;-52,750959
EPR IGUAÇU;2019;280/PR;Pato Branco;Crescente/Decrescente;214,396;-26,267545;-52,69594;214,635;-26,267426;-52,698322
EPR IGUAÇU;2019;280/PR;Pato Branco;Crescente;214,636;-26,267426;-52,698322;215,905;-26,270429;-52,710313
EPR PARANÁ;2019;323/PR;Perobal;Crescente/Decrescente;307,901;-23,838067;-53,359878;326,64;-23,897494;-53,5108
EPR PARANÁ;2019;323/PR;Paiçandu;Crescente/Decrescente;148,883;-23,453475;-52,010942;168,283;-23,513997;-52,182861
EPR PARANÁ;2019;182/PR;Nova Londrina;Crescente/Decrescente;26,651;-22,742611;-52,956506;32,48;-22,769156;-52,984411
EPR PARANÁ;2019;BR-376/PR;Nova Londrina;Crescente/Decrescente;29,601;-22,769156;-52,984411;46,21;-22,880478;-52,946736
EPR PARANÁ;2019;317/PR;Maringá;Crescente/Decrescente;101,46;-23,418736;-51,971892;114,66;-23,522339;-52,029942
EPR PARANÁ;2019;Contorno Norte de Maringá/PR;Maringá;Crescente/Decrescente;0;-23,4095;-51,987775;17,3;-23,431714;-51,88725
EPR PARANÁ;2019;BR-376/PR;Maringá;Crescente/Decrescente;180,9;-23,431714;-51,88725;181,3;-23,433725;-51,884294
EPR PARANÁ;2019;BR-376/PR;Maringá;Crescente/Decrescente;159,228;-23,36525;-52,077358;171,6;-23,409533;-51,987769
EPR PARANÁ;2019;323/PR;Maringá;Crescente/Decrescente;145,97;-23,446489;-51,9845;148,882;-23,453475;-52,010942
EPR PARANÁ;2019;BR-376/PR;Loanda;Crescente/Decrescente;46,211;-22,880478;-52,946736;54,106;-22,916808;-52,880939
EPR PARANÁ;2019;BR-369/PR;Londrina;Crescente/Decrescente;143,101;-23,292681;-51,092425;157,945;-23,285408;-51,235044
EPR PARANÁ;2019;182/PR;Itaúna do Sul;Crescente/Decrescente;11,651;-22,690067;-52,871575;26,65;-22,742611;-52,956506
EPR PARANÁ;2019;323/PR;Jussara;Crescente/Decrescente;191,344;-23,599097;-52,369878;207,357;-23,656525;-52,506778
EPR PARANÁ;2019;897/PR;Marialva;Crescente/Decrescente;0;-23,472056;-51,819992;7,47;-23,499672;-51,770608
EPR PARANÁ;2019;BR-376/PR;Marialva;Crescente/Decrescente;185,401;-23,453503;-51,850311;189,1;-23,472056;-51,819992
EPR PARANÁ;2019;BR-376/PR;Marialva;Crescente/Decrescente;195,401;-23,499672;-51,770608;200,3;-23,510225;-51,718097
EPR PARANÁ;2019;BR-376/PR;Mandaguaçu;Crescente/Decrescente;149,628;-23,300853;-52,113539;159,227;-23,36525;-52,077358
EPR PARANÁ;2019;BR-376/PR;Mandaguari;Crescente/Decrescente;200,301;-23,510225;-51,718097;200,4;-23,510339;-51,717156
EPR PARANÁ;2019;BR-369/PR;Jataizinho;Crescente/Decrescente;116,671;-23,282222;-50,865381;130,55;-23,258639;-50,986325
EPR PARANÁ;2019;Travessia Urbana BR-376/PR/PR;Mandaguari;Crescente/Decrescente;0;-23,511831;-51,703656;1,5;-23,510339;-51,717156
EPR PARANÁ;2019;444/PR;Mandaguari;Crescente/Decrescente;27,317;-23,484664;-51,615544;38,78;-23,511831;-51,703656
EPR PARANÁ;2019;BR-376/PR;Sarandi;Crescente/Decrescente;181,301;-23,433725;-51,884294;185,4;-23,453503;-51,850311
EPR PARANÁ;2019;323/PR;Tuneiras do Oeste;Crescente/Decrescente;233,929;-23,731336;-52,736464;242,077;-23,755692;-52,80885
EPR PARANÁ;2019;323/PR;Umuarama;Crescente/Decrescente;283,797;-23,771639;-53,167044;307,9;-23,838067;-53,359878
EPR PARANÁ;2019;BR-369/PR;Uraí;Crescente/Decrescente;101,671;-23,247028;-50,7284;116,67;-23,282222;-50,865381
EPR PARANÁ;2019;323/PR;Terra Boa;Crescente/Decrescente;183,2;-23,575153;-52,3035;191,343;-23,599097;-52,369878
EPR PARANÁ;2019;BR-272/PR;Terra Roxa;Crescente/Decrescente;541,801;-24,073292;-53,991139;560,65;-24,082281;-54,167142
EPR PARANÁ;2019;986/PR;Rolândia;Crescente/Decrescente;0,801;-23,301967;-51,326172;9,9;-23,348958;-51,385547
EPR PARANÁ;2019;BR-369/PR;Rolândia;Crescente/Decrescente;178,701;-23,348958;-51,385547;180,45;-23,359617;-51,397769
EPR PARANÁ;2019;BR-376/PR;Nova Esperança;Crescente/Decrescente;128,901;-23,171475;-52,24365;140,331;-23,242808;-52,1709
EPR PARANÁ;2019;BR-376/PR;Paranavaí;Crescente/Decrescente;83,746;-22,972819;-52,616261;111,803;-23,091117;-52,389806
EPR PARANÁ;2019;BR-376/PR;Presidente Castelo Branco;Crescente/Decrescente;140,332;-23,242808;-52,1709;149,627;-23,300853;-52,113539
EPR PARANÁ;2019;323/PR;Tapejara;Crescente/Decrescente;242,078;-23,755692;-52,80885;260,312;-23,758914;-52,968219
EPR PARANÁ;2019;BR-369/PR;Cambé;Crescente/Decrescente;157,946;-23,285408;-51,235044;167,8;-23,2976;-51,32015
EPR PARANÁ;2019;986/PR;Cambé;Crescente/Decrescente;0;-23,2976;-51,320164;0,8;-23,301967;-51,326172
EPR PARANÁ;2019;444/PR;Apucarana;Crescente/Decrescente;19,316;-23,452347;-51,556889;26,85;-23,484794;-51,610428
EPR PARANÁ;2019;444/PR;Arapongas;Crescente/Decrescente;0;-23,374022;-51,413181;19,315;-23,452347;-51,556889
EPR PARANÁ;2019;BR-369/PR;Arapongas;Crescente/Decrescente;180,451;-23,359617;-51,397769;182,7;-23,374022;-51,413181
EPR PARANÁ;2019;BR-376/PR;Alto Paraná;Crescente/Decrescente;111,804;-23,091117;-52,389806;128,9;-23,171475;-52,24365
EPR PARANÁ;2019;323/PR;Cafezal do Sul;Crescente/Decrescente;326,641;-23,897494;-53,5108;339,41;-23,95785;-53,612572
EPR PARANÁ;2019;323/PR;Doutor Camargo;Crescente/Decrescente;168,284;-23,513997;-52,182861;183,199;-23,575153;-52,3035
EPR PARANÁ;2019;182/PR;Diamante do Norte;Crescente/Decrescente;0;-22,598428;-52,874653;11,65;-22,690067;-52,871575
EPR PARANÁ;2019;BR-272/PR;Guaíra;Crescente/Decrescente;560,651;-24,082281;-54,167142;571,4;-24,105522;-54,263492
EPR PARANÁ;2019;BR-376/PR;Guairaçá;Crescente/Decrescente;54,107;-22,916808;-52,880939;83,745;-22,972819;-52,616261
EPR PARANÁ;2019;862/PR;Ibiporã;Crescente/Decrescente;0;-23,260678;-51,012078;12,64;-23,292669;-51,094775
EPR PARANÁ;2019;BR-369/PR;Ibiporã;Crescente/Decrescente;130,551;-23,258639;-50,986325;133,35;-23,260678;-51,012078
EPR PARANÁ;2019;BR-369/PR;Ibiporã;Crescente/Decrescente;143,07;-23,292722;-51,094761;143,1;-23,292681;-51,092425
EPR PARANÁ;2019;272/PR;Iporã;Crescente/Decrescente;505,811;-24,006589;-53,697433;517;-24,053678;-53,793525
EPR PARANÁ;2019;323/PR;Iporã;Crescente/Decrescente;339,411;-23,95785;-53,612572;349,75;-24,006589;-53,697433
EPR PARANÁ;2019;272/PR;Francisco Alves;Crescente/Decrescente;517,001;-24,053678;-53,793525;521,9;-24,063881;-53,839756
EPR PARANÁ;2019;BR-272/PR;Francisco Alves;Crescente/Decrescente;526,101;-24,063881;-53,839756;541,8;-24,073292;-53,991139
EPR PARANÁ;2019;323/PR;Cianorte;Crescente/Decrescente;207,358;-23,656525;-52,506778;233,928;-23,731336;-52,736464
EPR PARANÁ;2019;444/PR;Cambira;Crescente/Decrescente;26,851;-23,484794;-51,610428;27,316;-23,484664;-51,615544
EPR PARANÁ;2019;BR-369/PR;Cornélio Procópio;Crescente/Decrescente;88,41;-23,182733;-50,634917;101,67;-23,247028;-50,7284
EPR PARANÁ;2019;323/PR;Cruzeiro do Oeste;Crescente/Decrescente;260,313;-23,758914;-52,968219;283,796;-23,771639;-53,167044
LITORAL PIONEIRO;2019;151/PR;Castro;Crescente/Decrescente;266,531;-24,611078;-49,95775;298,05;-24,868387;-50,038066
LITORAL PIONEIRO;2019;BR-369/PR;Cornélio Procópio;Crescente/Decrescente;80,741;-23,144772;-50,590156;88,2;-23,182722;-50,634972
LITORAL PIONEIRO;2019;BR-369/PR;Cornélio Procópio;Crescente/Decrescente;88,201;-23,182722;-50,634972;88,409;-23,182878;-50,634709
LITORAL PIONEIRO;2019;BR-277/PR;Curitiba;Crescente/Decrescente;77,421;-25,483964;-49,189831;83,91;-25,443636;-49,234536
LITORAL PIONEIRO;2019;092/PR;Guapirama;Crescente/Decrescente;314,691;-23,447033;-50,006764;315;-23,444694;-50,008378
LITORAL PIONEIRO;2019;BR-369/PR;Cambará;Crescente/Decrescente;7,901;-23,001308;-49,972394;34,17;-23,028494;-50,209853
LITORAL PIONEIRO;2019;855/PR;Bandeirantes;Crescente/Decrescente;0;-23,110833;-50,335;8,06;-23,136528;-50,403611
LITORAL PIONEIRO;2019;BR-369/PR;Bandeirantes;Crescente/Decrescente;44,591;-23,089019;-50,285381;51,8;-23,110583;-50,334528
LITORAL PIONEIRO;2019;BR-369/PR;Bandeirantes;Crescente/Decrescente;60,9;-23,136083;-50,403889;65,48;-23,127672;-50,454767
LITORAL PIONEIRO;2019;092/PR;Arapoti;Crescente/Decrescente;206,671;-24,212622;-49,77655;239,12;-23,981769;-49,811169
LITORAL PIONEIRO;2019;151/PR;Carambeí;Crescente/Decrescente;298,051;-24,868387;-50,038066;317,13;-25,008883;-50,141856
LITORAL PIONEIRO;2019;BR-369/PR;Andirá;Crescente/Decrescente;34,171;-23,028494;-50,209853;44,59;-23,089019;-50,285381
LITORAL PIONEIRO;2019;408/PR;Antonina;Crescente/Decrescente;0;-25,438486;-48,752458;7,03;-25,456117;-48,808939
LITORAL PIONEIRO;2019;BR-277/PR;Piraquara;Crescente/Decrescente;61,471;-25,547597;-49,047275;62,2;-25,544731;-49,053772
LITORAL PIONEIRO;2019;BR-277/PR;Piraquara;Crescente/Decrescente;63,501;-25,539422;-49,065436;64,72;-25,534317;-49,076494
LITORAL PIONEIRO;2019;151/PR;Ponta Grossa;Crescente/Decrescente;317,131;-25,008883;-50,141856;319,71;-25,026;-50,157219
LITORAL PIONEIRO;2019;508/PR;Pontal do Paraná;Crescente/Decrescente;15,521;-25,702017;-48,57265;16,87;-25,713042;-48,577925
LITORAL PIONEIRO;2019;508/PR;Pontal do Paraná;Crescente/Decrescente;14,471;-25,692592;-48,574203;15,41;-25,701028;-48,57265
LITORAL PIONEIRO;2019;407/PR;Pontal do Paraná;Crescente/Decrescente;14,201;-25,672017;-48,512936;18,85;-25,697297;-48,476083
LITORAL PIONEIRO;2019;508/PR;Pontal do Paraná;Crescente/Decrescente;11,101;-25,663389;-48,583319;13,01;-25,679861;-48,577367
LITORAL PIONEIRO;2019;092/PR;Santo Antônio da Platina;Crescente/Decrescente;315,001;-23,444694;-50,008378;324,2;-23,384806;-50,059861
LITORAL PIONEIRO;2019;092/PR;Santo Antônio da Platina;Crescente/Decrescente;324,201;-23,384806;-50,059861;327,238;-23,384819;-50,060079
LITORAL PIONEIRO;2019;BR-153/PR;Santo Antônio da Platina;Crescente/Decrescente;29,301;-23,217947;-50,007461;52,5;-23,384833;-50,060111
LITORAL PIONEIRO;2019;092/PR;Quatiguá;Crescente/Decrescente;292,611;-23,580603;-49,869928;298,3;-23,545269;-49,912492
LITORAL PIONEIRO;2019;092/PR;Wenceslau Braz;Crescente/Decrescente;239,121;-23,981769;-49,811169;270,25;-23,736381;-49,781786
LITORAL PIONEIRO;2019;239/PR;Sengés;Crescente/Decrescente;0;-24,116369;-49,369153;12,48;-24,114198;-49,47285
LITORAL PIONEIRO;2019;151/PR;Sengés;Crescente/Decrescente;176,49;-24,112231;-49,470711;195,95;-24,178918;-49,615655
LITORAL PIONEIRO;2019;BR-369/PR;Santa Mariana;Crescente/Decrescente;65,481;-23,127672;-50,454767;80,74;-23,144772;-50,590156
LITORAL PIONEIRO;2019;092/PR;Siqueira Campos;Crescente/Decrescente;270,251;-23,736381;-49,781786;292,61;-23,580603;-49,869928
LITORAL PIONEIRO;2019;BR-277/PR;São José dos Pinhais;Crescente/Decrescente;62,201;-25,544731;-49,053772;63,5;-25,539422;-49,065436
LITORAL PIONEIRO;2019;BR-277/PR;São José dos Pinhais;Crescente/Decrescente;49,551;-25,589017;-48,939847;61,47;-25,547597;-49,047275
LITORAL PIONEIRO;2019;BR-277/PR;São José dos Pinhais;Crescente/Decrescente;64,721;-25,534317;-49,076494;77,42;-25,483964;-49,189831
LITORAL PIONEIRO;2019;092/PR;Joaquim Távora;Crescente/Decrescente;298,301;-23,545269;-49,912492;314,69;-23,447033;-50,006764
LITORAL PIONEIRO;2019;BR-369/PR;Jacarezinho;Crescente/Decrescente;1;-23,002972;-49,908333;7,9;-23,001308;-49,97239
LITORAL PIONEIRO;2019;BR-153/PR;Jacarezinho;Crescente/Decrescente;0;-22,998467;-49,905739;29,3;-23,217947;-50,007461
LITORAL PIONEIRO;2019;092/PR;Jaguariaíva;Crescente/Decrescente;199,5;-24,271333;-49,73575;206,67;-24,212622;-49,77655
LITORAL PIONEIRO;2019;151/PR;Jaguariaíva;Crescente/Decrescente;195,951;-24,178918;-49,615655;235,15;-24,387267;-49,852394
LITORAL PIONEIRO;2019;508/PR;Matinhos;Crescente/Decrescente;19,581;-25,734006;-48,591814;31,21;-25,816767;-48,538267
LITORAL PIONEIRO;2019;BR-277/PR;Morretes;Crescente/Decrescente;18,121;-25,540819;-48,689392;49,55;-25,589017;-48,939847
LITORAL PIONEIRO;2019;804/PR;Morretes;Crescente/Decrescente;0;-25,547269;-48,790481;2,716;-25,523992;-48,795994
LITORAL PIONEIRO;2019;408/PR;Morretes;Crescente/Decrescente;7,031;-25,456117;-48,808939;9,7;-25,469428;-48,828567
LITORAL PIONEIRO;2019;408/PR;Morretes;Crescente/Decrescente;11,24;-25,482283;-48,829369;22,99;-25,529042;-48,74405
LITORAL PIONEIRO;2019;411/PR;Morretes;Crescente/Decrescente;1,07;-25,475786;-48,835611;14,11;-25,388503;-48,860483
LITORAL PIONEIRO;2019;151/PR;Piraí do Sul;Crescente/Decrescente;235,151;-24,387267;-49,852394;266,53;-24,611078;-49,95775
LITORAL PIONEIRO;2019;BR-277/PR;Paranaguá;Crescente/Decrescente;0;-25,520397;-48,544419;18,12;-25,540819;-48,689392
LITORAL PIONEIRO;2019;508/PR;Paranaguá;Crescente/Decrescente;16,871;-25,713042;-48,577925;19,58;-25,734006;-48,591814
LITORAL PIONEIRO;2019;508/PR;Paranaguá;Crescente/Decrescente;0;-25,568131;-48,615247;11,1;-25,663389;-48,583319
LITORAL PIONEIRO;2019;407/PR;Paranaguá;Crescente/Decrescente;0;-25,560739;-48,582211;14,2;-25,672017;-48,512936
LITORAL PIONEIRO;2019;Acesso BR-277 1/PR;Paranaguá;Crescente/Decrescente;0;-25,520397;-48,544419;2,9;-25,503642;-48,522603
LITORAL PIONEIRO;2019;Acesso BR-277 2/PR;Paranaguá;Crescente/Decrescente;0;-25,556667;-48,564972;8,1;-25,504525;-48,514617
LITORAL PIONEIRO;2019;508/PR;Paranaguá;Crescente/Decrescente;13,011;-25,679861;-48,577367;14,47;-25,692592;-48,574203
LITORAL PIONEIRO;2019;508/PR;Paranaguá;Crescente/Decrescente;15,411;-25,701028;-48,57265;15,52;-25,702017;-48,57265
NOVA 364;2021;BR-364/RO;Alto Paraíso;Crescente;540,001;-9,726604;-63,117993;563;-9,692432;-63,107759
NOVA 364;2021;BR-364/RO;Ariquemes;Crescente/Decrescente;464,001;-10,22939;-62,754633;540;-9,726604;-63,117993
NOVA 364;2021;BR-364/RO;Cacaulândia;Crescente/Decrescente;435,001;-10,384335;-62,547027;452;-10,288981;-62,668305
NOVA 364;2021;BR-364/RO;Cacoal;Crescente/Decrescente;225,001;-12,087337;-60,755631;276;-11,387976;-61,767958
NOVA 364;2021;BR-364/RO;Candeias do Jamari;Crescente/Decrescente;641,001;-9,006399;-63,421302;688;-8,774314;-63,484279
NOVA 364;2021;BR-364/RO;Chupinguaia;Crescente/Decrescente;101,001;-12,264494;-60,644601;114;-12,174661;-60,711623
NOVA 364;2021;BR-364/RO;Cujubim;Crescente/Decrescente;563,001;-9,3418;-63,076884;604;-9,196574;-63,184474
NOVA 364;2021;BR-364/RO;Itapuã do Oeste;Crescente/Decrescente;604,001;-9,196574;-63,184474;641;-9,006399;-63,421302
NOVA 364;2021;BR-364/RO;Jaru;Crescente/Decrescente;402,001;-10,589412;-62,354962;435;-10,384335;-62,547027
NOVA 364;2021;Contorno Ji-Paraná/RO;Ji-Paraná;Crescente/Decrescente;0;-11,00988;-61,922177;13,6;-10,775281;-62,084143
NOVA 364;2021;BR-364/RO;Ouro Preto do Oeste;Crescente/Decrescente;363,001;-10,775281;-62,084143;402;-10,589412;-62,354962
NOVA 364;2021;BR-364/RO;Pimenta Bueno;Crescente/Decrescente;114,001;-12,174661;-60,711623;225;-12,087337;-60,755631
NOVA 364;2021;BR-364/RO;Porto Velho;Crescente/Decrescente;688,001;-8,774314;-63,484279;705;-8,800264;-63,812691
NOVA 364;2021;BR-364/RO;Porto Velho;Crescente/Decrescente;705,01;-8,800381;-63,812865;713,6;-8,771176;-63,883098
NOVA 364;2021;BR-364/RO;Presidente Médici;Crescente/Decrescente;276,001;-11,387976;-61,767958;327;-11,00988;-61,922177
NOVA 364;2021;BR-364/RO;Rio Crespo;Decrescente;544,001;-9,692432;-63,107759;560;-9,53418;-63,076884
NOVA 364;2021;BR-364/RO;Theobroma;Crescente/Decrescente;452,001;-10,288981;-62,668305;464;-10,22939;-62,754633
NOVA 364;2021;BR-364/RO;Vilhena;Crescente/Decrescente;27,601;-12,722564;-60,262543;101;-12,264494;-60,644601
NOVA 381;2022;BR-381/MG;Antônio Dias;Crescente/Decrescente;265,951;-19,53139;-42,672309;267,75;-19,539044;-42,684258
NOVA 381;2022;BR-381/MG;Antônio Dias;Crescente/Decrescente;282,351;-19,616747;-42,782197;309,65;-19,670017;-42,970286
NOVA 381;2022;BR-381/MG;Barão de Cocais;Crescente/Decrescente;380,701;-19,816266;-43,396009;385,97;-19,787066;-43,430389
NOVA 381;2022;BR-381/MG;Bom Jesus do Amparo;Crescente/Decrescente;385,971;-19,787066;-43,430389;401,06;-19,75238;-43,538141
NOVA 381;2022;BR-381/MG;Belo Oriente;Crescente/Decrescente;208,551;-19,231296;-42,327764;228,55;-19,357371;-42,43655
NOVA 381;2022;BR-381/MG;Bela Vista de Minas;Crescente/Decrescente;331,901;-19,806995;-43,064285;339,25;-19,843952;-43,104454
NOVA 381;2022;BR-381/MG;Belo Horizonte;Crescente/Decrescente;446,851;-19,841717;-43,86806;450,4;-19,854326;-43,890838
NOVA 381;2022;BR-381/MG;Ipatinga;Crescente/Decrescente;244,501;-19,458644;-42,525347;252,95;-19,513615;-42,57628
NOVA 381;2022;BR-381/MG;Jaguaraçu;Crescente/Decrescente;268,001;-19,54036;-42,686153;282,35;-19,616747;-42,782197
NOVA 381;2022;BR-381/MG;João Monlevade;Crescente/Decrescente;339,251;-19,843952;-43,104454;355,3;-19,85092;-43,217275
NOVA 381;2022;BR-381/MG;Caeté;Crescente/Decrescente;410,241;-19,737358;-43,602699;423,3;-19,786488;-43,688558
NOVA 381;2022;BR-381/MG;Coronel Fabriciano;Crescente/Decrescente;263,701;-19,523791;-42,654081;265,95;-19,53139;-42,672309
NOVA 381;2022;BR-381/MG;Coronel Fabriciano;Crescente/Decrescente;252,951;-19,513615;-42,57628;257,55;-19,531772;-42,601739
NOVA 381;2022;BR-381/MG;Governador Valadares;Crescente/Decrescente;146,9;-18,84617;-41,980698;177,585;-19,038288;-42,148048
NOVA 381;2022;BR-381/MG;Naque;Crescente/Decrescente;196,901;-19,169102;-42,24734;208,55;-19,231296;-42,327764
NOVA 381;2022;BR-381/MG;Nova Era;Crescente/Decrescente;309,651;-19,670017;-42,970286;331,9;-19,806995;-43,064285
NOVA 381;2022;BR-381/MG;Periquito;Crescente/Decrescente;177,586;-19,038288;-42,148048;196,9;-19,169102;-42,24734
NOVA 381;2022;BR-381/MG;Nova União;Crescente/Decrescente;401,061;-19,75238;-43,538141;410,24;-19,737358;-43,602699
NOVA 381;2022;BR-381/MG;Timóteo;Crescente/Decrescente;257,551;-19,531772;-42,601739;263,7;-19,523791;-42,654081
NOVA 381;2022;BR-381/MG;Timóteo;Crescente/Decrescente;267,751;-19,539044;-42,684258;268;-19,54036;-42,686153
NOVA 381;2022;BR-381/MG;São Gonçalo do Rio Abaixo;Crescente/Decrescente;355,301;-19,85092;-43,217275;380,7;-19,816266;-43,396009
NOVA 381;2022;BR-381/MG;Santa Luzia;Crescente/Decrescente;435,081;-19,809424;-43,774901;442,55;-19,826776;-43,836768
NOVA 381;2022;BR-381/MG;Santana do Paraíso;Crescente/Decrescente;228,551;-19,357371;-42,43655;244,5;-19,458644;-42,525347
NOVA 381;2022;BR-381/MG;Sabará;Crescente/Decrescente;442,551;-19,826776;-43,836768;446,85;-19,841717;-43,86806
NOVA 381;2022;BR-381/MG;Sabará;Crescente/Decrescente;423,301;-19,786488;-43,688558;435,08;-19,809424;-43,774901
PANTANAL;2014;BR-163/MS;Bandeirantes;Crescente;534,796;-20,032631;-54,409066;539,188;-19,996122;-54,393095
PANTANAL;2014;BR-163/MS;Bandeirantes;Crescente/Decrescente;539,189;-19,996095;-54,393089;587,434;-19,586423;-54,40559
PANTANAL;2014;BR-163/MS;Bandeirantes;Decrescente;587,435;-19,586382;-54,405601;592,388;-19,550006;-54,433025
PANTANAL;2014;BR-163/MS;Caarapó;Crescente/Decrescente;187,882;-22,796553;-54,743776;239,145;-22,398444;-54,791783
PANTANAL;2014;BR-163/MS;Camapuã;Crescente;587,435;-19,586373;-54,405589;592,388;-19,550017;-54,433008
PANTANAL;2014;BR-163/MS;Campo Grande;Crescente/Decrescente;419,632;-20,994425;-54,506873;501,579;-20,310673;-54,509973
PANTANAL;2014;BR-163/MS;Coxim;Decrescente;722,064;-18,571903;-54,76132;727,56;-18,527437;-54,740476
PANTANAL;2014;BR-163/MS;Coxim;Crescente/Decrescente;727,561;-18,527194;-54,740396;767,675;-18,185675;-54,654626
PANTANAL;2014;BR-163/MS;Coxim;Decrescente;767,676;-18,185645;-54,654628;799,813;-17,914565;-54,68968
PANTANAL;2014;BR-163/MS;Douradina;Decrescente;283,001;-22,116457;-54,592096;283,572;-22,116496;-54,592116
PANTANAL;2014;BR-163/MS;Douradina;Crescente/Decrescente;283,573;-22,11648;-54,592087;307,961;-21,911141;-54,534027
PANTANAL;2014;BR-163/MS;Dourados;Crescente/Decrescente;239,146;-22,398423;-54,791778;283;-22,119797;-54,596348
PANTANAL;2014;BR-163/MS;Dourados;Crescente;283,001;-22,119791;-54,596334;283,572;-22,116476;-54,592111
PANTANAL;2014;BR-163/MS;Eldorado;Crescente/Decrescente;31,472;-23,837673;-54,334363;65,495;-23,583997;-54,202711
PANTANAL;2014;BR-163/MS;Itaquiraí;Crescente/Decrescente;65,496;-23,583982;-54,202697;117,007;-23,134296;-54,197075
PANTANAL;2014;BR-163/MS;Jaraguari;Crescente/Decrescente;501,58;-20,310647;-54,509966;534,795;-20,032685;-54,409078
PANTANAL;2014;BR-163/MS;Juti;Crescente/Decrescente;150,597;-22,959814;-54,434196;187,881;-22,796573;-54,743765
PANTANAL;2014;BR-163/MS;Mundo Novo;Crescente/Decrescente;0;-24,044464;-54,272225;31,471;-23,837694;-54,33438
PANTANAL;2014;BR-163/MS;Naviraí;Crescente/Decrescente;117,008;-23,134288;-54,197081;150,596;-22,959823;-54,434175
