concessionaria;ano_do_pnv_snv;rodovia_uf;municipio;sentido;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
VIA SUL;2019;BR-101/RS;Três Forquilhas;Crescente/Decrescente;37,462;-29,536207;-50,006543;40,551;-29,540767;-50,031566
VIA SUL;2019;BR-386/RS;Triunfo;Crescente/Decrescente;387,132;-29,692679;-51,70182;402,123;-29,764053;-51,583948
VIA SUL;2019;BR-386/RS;Triunfo;Crescente/Decrescente;405,57;-29,779697;-51,5549;412,359;-29,810083;-51,497288
VIA SUL;2019;BR-448/RS;Porto Alegre;Crescente/Decrescente;21,574;-29,965109;-51,202139;22,1;-29,975174;-51,198227
VIA SUL;2019;BR-290/RS;Porto Alegre;Crescente/Decrescente;84,173;-29,96411;-51,098152;85,857;-29,968454;-51,114043
VIA SUL;2019;BR-290/RS;Porto Alegre;Crescente/Decrescente;85,858;-29,968455;-51,114044;97,962;-29,994521;-51,217742
VIA SUL;2019;BR-386/RS;Pouso Novo;Crescente/Decrescente;290,923;-29,106198;-52,249116;310,407;-29,227947;-52,166109
VIA SUL;2019;BR-386/RS;Nova Santa Rita;Crescente/Decrescente;427,063;-29,82351;-51,348856;439,722;-29,877808;-51,242439
VIA SUL;2019;BR-290/RS;Osório;Crescente/Decrescente;0;-29,88734;-50,275601;4,765;-29,897766;-50,320313
VIA SUL;2019;BR-290/RS;Osório;Crescente/Decrescente;4,8;-29,897767;-50,320314;11,394;-29,8879;-50,384927
VIA SUL;2019;BR-101/RS;Osório;Crescente/Decrescente;68,814;-29,735426;-50,20847;87,9;-29,887296;-50,275595
VIA SUL;2019;BR-101/RS;Osório;Crescente;87,901;-29,887296;-50,275595;88,5;-29,891;-50,2808
VIA SUL;2019;BR-101/RS;Osório;Decrescente;87,901;-29,887296;-50,275595;88,42;-29,8906;-50,2801
VIA SUL;2019;BR-386/RS;Paverama;Decrescente;373,432;-29,614962;-51,799539;379,517;-29,650731;-51,760264
VIA SUL;2019;BR-386/RS;Lajeado;Decrescente;337,596;-29,401332;-52,039831;339,1;-29,411574;-52,02754
VIA SUL;2019;BR-386/RS;Lajeado;Crescente/Decrescente;339,1;-29,411574;-52,02754;342,44;-29,433967;-52,007143
VIA SUL;2019;BR-386/RS;Lajeado;Crescente/Decrescente;342,5;-29,433967;-52,007144;349,525;-29,470459;-51,953481
VIA SUL;2019;BR-101/RS;Maquiné;Crescente/Decrescente;55,344;-29,64808;-50,114438;68,813;-29,735425;-50,208469
VIA SUL;2019;BR-386/RS;Marques de Souza;Crescente/Decrescente;310,408;-29,227947;-52,166108;337,597;-29,401332;-52,039832
VIA SUL;2019;BR-386/RS;Montenegro;Crescente/Decrescente;402,124;-29,764054;-51,583949;405,56;-29,779696;-51,55489
VIA SUL;2019;BR-386/RS;Montenegro;Crescente/Decrescente;412,36;-29,810084;-51,497289;427,062;-29,823509;-51,348855
VIA SUL;2019;BR-386/RS;Mormaço;Crescente;222,081;-28,636895;-52,61475;228,27;-28,683849;-52,592751
VIA SUL;2019;BR-101/RS;Dom Pedro de Alcântara;Crescente/Decrescente;10,002;-29,372014;-49,822043;16,859;-29,419721;-49,860496
VIA SUL;2019;BR-448/RS;Esteio;Crescente/Decrescente;0,585;-29,829125;-51,176042;7,267;-29,86077;-51,225831
VIA SUL;2019;BR-386/RS;Estrela;Crescente/Decrescente;349,526;-29,470459;-51,953482;362,787;-29,559744;-51,883999
VIA SUL;2019;BR-386/RS;Fazenda Vilanova;Decrescente;362,786;-29,559744;-51,883998;363,806;-29,566109;-51,873947
VIA SUL;2019;BR-386/RS;Fazenda Vilanova;Crescente/Decrescente;363,806;-29,566109;-51,873947;367,597;-29,581583;-51,840481
VIA SUL;2019;BR-386/RS;Fazenda Vilanova;Crescente/Decrescente;367,6;-29,581583;-51,840481;373,432;-29,614962;-51,799539
VIA SUL;2019;BR-386/RS;Fontoura Xavier;Crescente/Decrescente;259,145;-28,889815;-52,415664;277,306;-29,016611;-52,324139
VIA SUL;2019;BR-386/RS;Forquetinha;Crescente;337,596;-29,401332;-52,039831;339,1;-29,411574;-52,02754
VIA SUL;2019;BR-290/RS;Glorinha;Crescente/Decrescente;42,222;-29,889382;-50,682245;52,955;-29,912319;-50,78813
VIA SUL;2019;BR-290/RS;Glorinha;Crescente/Decrescente;53;-29,91232;-50,78814;58,648;-29,922003;-50,844514
VIA SUL;2019;BR-290/RS;Gravataí;Crescente/Decrescente;58,649;-29,922004;-50,844515;81,608;-29,955332;-51,075466
WAY 262;2023;BR-262/MG;Araújos;Crescente/Decrescente;453,759;-19,810974;-45,10978;458,959;-19,792351;-45,154981
WAY 262;2023;BR-262/MG;Araxá;Crescente/Decrescente;665,622;-19,551683;-46,85203;707,89;-19,618731;-47,216821
WAY 262;2023;BR-262/MG;Betim;Crescente/Decrescente;347,8;-19,986012;-44,202319;356,21;-19,973037;-44,276075
WAY 262;2023;BR-262/MG;Campos Altos;Crescente/Decrescente;571,176;-19,649965;-46,06938;575,18;-19,66269;-46,098423
WAY 262;2023;BR-262/MG;Campos Altos;Crescente/Decrescente;576,756;-19,662384;-46,112721;596,456;-19,622314;-46,271827
WAY 262;2023;BR-262/MG;Campos Altos;Crescente/Decrescente;596,899;-19,619168;-46,274406;598,851;-19,604574;-46,283641
WAY 262;2023;BR-262/MG;Bom Despacho;Crescente/Decrescente;458,96;-19,792351;-45,154981;482,995;-19,785383;-45,376719
WAY 262;2023;BR-262/MG;Córrego Danta;Crescente/Decrescente;575,181;-19,66269;-46,098423;576,755;-19,662384;-46,112721
WAY 262;2023;BR-262/MG;Córrego Danta;Crescente/Decrescente;546,439;-19,715634;-45,929845;571,05;-19,651042;-46,069011
WAY 262;2023;BR-262/MG;Córrego Danta;Crescente/Decrescente;545,38;-19,709022;-45,922675;546,224;-19,714629;-45,928104
WAY 262;2023;BR-262/MG;Juatuba;Crescente/Decrescente;356,211;-19,973037;-44,276075;376,394;-19,935667;-44,439342
WAY 262;2023;BR-262/MG;Mateus Leme;Crescente/Decrescente;376,395;-19,935667;-44,439342;381,969;-19,91786;-44,482391
WAY 262;2023;BR-262/MG;Luz;Crescente/Decrescente;493,92;-19,772525;-45,478376;545,379;-19,709022;-45,922675
WAY 262;2023;BR-262/MG;Luz;Crescente/Decrescente;546,225;-19,714629;-45,928104;546,438;-19,715634;-45,929845
WAY 262;2023;BR-262/MG;Florestal;Crescente/Decrescente;381,97;-19,91786;-44,482391;388,378;-19,903173;-44,537859
WAY 262;2023;BR-262/MG;Ibiá;Crescente/Decrescente;596,457;-19,622314;-46,271827;596,898;-19,619168;-46,274406
WAY 262;2023;BR-262/MG;Ibiá;Crescente/Decrescente;598,852;-19,604574;-46,283641;665,621;-19,551683;-46,85203
WAY 262;2023;BR-262/MG;Igaratinga;Crescente/Decrescente;402,557;-19,899059;-44,65883;410,118;-19,885931;-44,720046
WAY 262;2023;BR-262/MG;Igaratinga;Crescente/Decrescente;414,193;-19,88262;-44,758537;420,746;-19,891149;-44,817511
WAY 262;2023;BR-262/MG;Santa Rosa da Serra;Crescente/Decrescente;571,051;-19,651042;-46,069011;571,175;-19,649965;-46,06938
WAY 262;2023;BR-262/MG;Sacramento;Crescente/Decrescente;733,547;-19,613075;-47,455352;750,51;-19,666602;-47,603641
WAY 262;2023;BR-262/MG;São Gonçalo do Pará;Crescente/Decrescente;420,747;-19,891149;-44,817511;426,845;-19,894249;-44,87543
WAY 262;2023;BR-262/MG;Pará de Minas;Crescente/Decrescente;388,379;-19,903173;-44,537859;402,556;-19,899059;-44,65883
WAY 262;2023;BR-262/MG;Pará de Minas;Crescente/Decrescente;410,119;-19,885931;-44,720046;414,192;-19,88262;-44,758537
WAY 262;2023;BR-262/MG;Perdizes;Crescente/Decrescente;707,891;-19,618731;-47,216821;733,546;-19,613075;-47,455352
WAY 262;2023;BR-262/MG;Nova Serrana;Crescente/Decrescente;426,846;-19,894249;-44,87543;453,758;-19,810974;-45,10978
WAY 262;2023;BR-262/MG;Moema;Crescente/Decrescente;482,996;-19,785383;-45,376719;493,919;-19,772525;-45,478376
WAY 262;2023;BR-262/MG;Uberaba;Crescente/Decrescente;750,511;-19,666602;-47,603641;787,9;-19,777198;-47,92198
